System Properties:
Operating System:	 Microsoft Windows NT 6.1.7601 Service Pack 1
System User Name:	 Alireza Fathi
Machine Name:	 CANTELLI

Data properties:

Recording name:	 Rec 03
Recording date:	 10/10/2011
Recording time:	 8:07:56 PM
Recording resolution:	 640 x 480

Export date:	 10/19/2011
Export time:	 5:25:58 PM

Participant:	 P 003
Participant properties:

Gender:	 Unknown
Age:	 0-247

Timestamp	GazePointXRight	GazePointYRight	ValidityRight	StimuliName	AoiIds	AoiNames	MappedGazeDataPointX	MappedGazeDataPointY	
0	0	0	4						
0									
33	0	0	4						
67	0	0	4						
100	0	0	4						
133	0	0	4						
167	0	0	4						
200	0	0	4						
233	0	0	4						
267	0	0	4						
300	0	0	4						
333	0	0	4						
367	0	0	4						
400	0	0	4						
433	0	0	4						
467	0	0	4						
500	0	0	4						
533	0	0	4						
567	0	0	4						
600	0	0	4						
633	0	0	4						
667	0	0	4						
700	0	0	4						
733	0	0	4						
767	0	0	4						
800	0	0	4						
833	0	0	4						
867	0	0	4						
900	0	0	4						
933	0	0	4						
967	0	0	4						
1000	0	0	4						
1033	0	0	4						
1067	0	0	4						
1100	0	0	4						
1133	0	0	4						
1167	0	0	4						
1200	0	0	4						
1233	0	0	4						
1267	0	0	4						
1300	0	0	4						
1333	0	0	4						
1367	0	0	4						
1400	0	0	4						
1433	401	253	0						
1467	400	256	0						
1500	394	254	0						
1533	393	252	0						
1567	389	257	0						
1600	386	261	0						
1633	389	252	0						
1667	382	229	0						
1700	385	239	0						
1733	385	244	0						
1767	385	245	0						
1800	376	253	0						
1833	376	255	0						
1867	415	244	0						
1900	410	249	0						
1933	407	259	0						
1967	341	238	0						
2000	415	250	0						
2033	416	253	0						
2067	411	242	0						
2100	416	236	0						
2133	413	226	0						
2167	407	232	0						
2200	403	235	0						
2233	402	235	0						
2267	404	236	0						
2300	390	237	0						
2333	0	0	4						
2367	0	0	4						
2400	0	0	4						
2433	0	0	4						
2467	0	0	4						
2500	0	0	4						
2533	0	0	4						
2567	0	0	4						
2600	0	0	4						
2633	0	0	4						
2667	0	0	4						
2700	0	0	4						
2733	0	0	4						
2767	0	0	4						
2800	0	0	4						
2833	0	0	4						
2867	0	0	4						
2900	0	0	4						
2933	0	0	4						
2967	0	0	4						
3000	0	0	4						
3033	0	0	4						
3067	0	0	4						
3100	0	0	4						
3133	0	0	4						
3167	0	0	4						
3200	0	0	4						
3233	0	0	4						
3267	0	0	4						
3300	0	0	4						
3333	0	0	4						
3367	0	0	4						
3400	0	0	4						
3433	0	0	4						
3467	0	0	4						
3500	0	0	4						
3533	0	0	4						
3567	0	0	4						
3600	0	0	4						
3633	0	0	4						
3667	0	0	4						
3700	0	0	4						
3733	0	0	4						
3767	0	0	4						
3800	0	0	4						
3833	0	0	4						
3867	0	0	4						
3900	0	0	4						
3933	0	0	4						
3967	324	287	0						
4000	0	0	4						
4033	392	333	0						
4067	399	385	0						
4100	355	332	0						
4133	381	387	0						
4167	342	374	0						
4200	474	427	0						
4233	0	0	4						
4267	431	454	0						
4300	0	0	4						
4333	390	451	0						
4367	365	437	0						
4400	349	458	0						
4433	317	436	0						
4467	0	0	4						
4500	0	0	4						
4533	438	478	0						
4567	43	395	0						
4600	441	445	0						
4633	0	0	4						
4667	0	0	4						
4700	0	0	4						
4733	0	0	4						
4767	0	0	4						
4800	436	329	0						
4833	397	471	0						
4867	0	0	4						
4900	0	0	4						
4933	0	0	4						
4967	0	0	4						
5000	0	0	4						
5033	0	0	4						
5067	0	0	4						
5100	0	0	4						
5133	0	0	4						
5167	0	0	4						
5200	0	0	4						
5233	0	0	4						
5267	0	0	4						
5300	0	0	4						
5333	0	0	4						
5367	0	0	4						
5400	0	0	4						
5433	0	0	4						
5467	0	0	4						
5500	0	0	4						
5533	0	0	4						
5567	0	0	4						
5600	0	0	4						
5633	0	0	4						
5667	0	0	4						
5700	0	0	4						
5733	0	0	4						
5767	0	0	4						
5800	0	0	4						
5833	0	0	4						
5867	0	0	4						
5900	0	0	4						
5933	0	0	4						
5967	0	0	4						
6000	0	0	4						
6033	0	0	4						
6067	0	0	4						
6100	0	0	4						
6133	0	0	4						
6167	0	0	4						
6200	0	0	4						
6233	0	0	4						
6267	0	0	4						
6300	0	0	4						
6333	0	0	4						
6367	0	0	4						
6400	0	0	4						
6433	0	0	4						
6467	0	0	4						
6500	0	0	4						
6533	0	0	4						
6567	0	0	4						
6600	0	0	4						
6633	0	0	4						
6667	0	0	4						
6700	0	0	4						
6733	0	0	4						
6767	0	0	4						
6800	0	0	4						
6833	0	0	4						
6867	0	0	4						
6900	0	0	4						
6933	0	0	4						
6967	0	0	4						
7000	0	0	4						
7033	0	0	4						
7067	0	0	4						
7100	0	0	4						
7133	0	0	4						
7167	0	0	4						
7200	0	0	4						
7233	0	0	4						
7267	0	0	4						
7300	0	0	4						
7333	0	0	4						
7367	0	0	4						
7400	0	0	4						
7433	0	0	4						
7467	0	0	4						
7500	0	0	4						
7533	0	0	4						
7567	0	0	4						
7600	0	0	4						
7633	0	0	4						
7667	0	0	4						
7700	0	0	4						
7733	0	0	4						
7767	0	0	4						
7800	0	0	4						
7833	0	0	4						
7867	383	378	0						
7900	0	0	4						
7933	419	476	0						
7967	0	0	4						
8000	0	0	4						
8033	0	0	4						
8067	0	0	4						
8100	0	0	4						
8133	0	0	4						
8167	0	0	4						
8200	0	0	4						
8233	0	0	4						
8267	0	0	4						
8300	0	0	4						
8333	0	0	4						
8367	0	0	4						
8400	0	0	4						
8433	0	0	4						
8467	0	0	4						
8500	0	0	4						
8533	0	0	4						
8567	0	0	4						
8600	0	0	4						
8633	0	0	4						
8667	0	0	4						
8700	0	0	4						
8733	0	0	4						
8767	0	0	4						
8800	0	0	4						
8833	0	0	4						
8867	0	0	4						
8900	0	0	4						
8933	0	0	4						
8967	0	0	4						
9000	0	0	4						
9033	0	0	4						
9067	0	0	4						
9100	0	0	4						
9133	0	0	4						
9167	0	0	4						
9200	0	0	4						
9233	0	0	4						
9267	0	0	4						
9300	0	0	4						
9333	0	0	4						
9367	0	0	4						
9400	0	0	4						
9433	420	462	0						
9467	0	0	4						
9500	0	0	4						
9533	512	434	0						
9567	0	0	4						
9600	0	0	4						
9633	0	0	4						
9667	0	0	4						
9700	0	0	4						
9733	0	0	4						
9767	0	0	4						
9800	0	0	4						
9833	0	0	4						
9867	0	0	4						
9900	0	0	4						
9933	0	0	4						
9967	0	0	4						
10000	0	0	4						
10033	0	0	4						
10067	0	0	4						
10100	0	0	4						
10133	0	0	4						
10167	0	0	4						
10200	0	0	4						
10233	0	0	4						
10267	0	0	4						
10300	0	0	4						
10333	0	0	4						
10367	0	0	4						
10400	0	0	4						
10433	0	0	4						
10467	0	0	4						
10500	0	0	4						
10533	0	0	4						
10567	0	0	4						
10600	0	0	4						
10633	0	0	4						
10667	0	0	4						
10700	0	0	4						
10733	0	0	4						
10767	0	0	4						
10800	0	0	4						
10833	0	0	4						
10867	0	0	4						
10900	0	0	4						
10933	0	0	4						
10967	0	0	4						
11000	0	0	4						
11033	0	0	4						
11067	386	443	0						
11100	0	0	4						
11133	377	404	0						
11167	397	428	0						
11200	401	426	0						
11233	0	0	4						
11267	0	0	4						
11300	395	474	0						
11333	0	0	4						
11367	0	0	4						
11400	0	0	4						
11433	419	479	0						
11467	0	0	4						
11500	0	0	4						
11533	0	0	4						
11567	377	399	0						
11600	398	447	0						
11633	0	0	4						
11667	399	436	0						
11700	397	415	0						
11733	385	399	0						
11767	0	0	4						
11800	0	0	4						
11833	0	0	4						
11867	419	479	0						
11900	0	0	4						
11933	403	466	0						
11967	0	0	4						
12000	0	0	4						
12033	442	442	0						
12067	0	0	4						
12100	0	0	4						
12133	0	0	4						
12167	0	0	4						
12200	0	0	4						
12233	0	0	4						
12267	0	0	4						
12300	0	0	4						
12333	0	0	4						
12367	0	0	4						
12400	0	0	4						
12433	0	0	4						
12467	0	0	4						
12500	0	0	4						
12533	0	0	4						
12567	0	0	4						
12600	0	0	4						
12633	0	0	4						
12667	0	0	4						
12700	0	0	4						
12733	0	0	4						
12767	0	0	4						
12800	0	0	4						
12833	0	0	4						
12867	0	0	4						
12900	0	0	4						
12933	0	0	4						
12967	0	0	4						
13000	0	0	4						
13033	0	0	4						
13067	0	0	4						
13100	0	0	4						
13133	0	0	4						
13167	0	0	4						
13200	0	0	4						
13233	0	0	4						
13267	0	0	4						
13300	0	0	4						
13333	0	0	4						
13367	0	0	4						
13400	0	0	4						
13433	0	0	4						
13467	0	0	4						
13500	0	0	4						
13533	0	0	4						
13567	0	0	4						
13600	0	0	4						
13633	0	0	4						
13667	0	0	4						
13700	0	0	4						
13733	0	0	4						
13767	0	0	4						
13800	0	0	4						
13833	0	0	4						
13867	0	0	4						
13900	0	0	4						
13933	0	0	4						
13967	0	0	4						
14000	0	0	4						
14033	0	0	4						
14067	0	0	4						
14100	0	0	4						
14133	0	0	4						
14167	0	0	4						
14200	0	0	4						
14233	0	0	4						
14267	0	0	4						
14300	0	0	4						
14333	0	0	4						
14367	0	0	4						
14400	0	0	4						
14433	0	0	4						
14467	0	0	4						
14500	0	0	4						
14533	0	0	4						
14567	0	0	4						
14600	0	0	4						
14633	0	0	4						
14667	0	0	4						
14700	0	0	4						
14733	0	0	4						
14767	0	0	4						
14800	0	0	4						
14833	0	0	4						
14867	0	0	4						
14900	0	0	4						
14933	0	0	4						
14967	0	0	4						
15000	0	0	4						
15033	0	0	4						
15067	0	0	4						
15100	0	0	4						
15133	0	0	4						
15167	0	0	4						
15200	0	0	4						
15233	0	0	4						
15267	0	0	4						
15300	0	0	4						
15333	0	0	4						
15367	0	0	4						
15400	0	0	4						
15433	0	0	4						
15467	0	0	4						
15500	0	0	4						
15533	0	0	4						
15567	0	0	4						
15600	0	0	4						
15633	0	0	4						
15667	0	0	4						
15700	0	0	4						
15733	0	0	4						
15767	0	0	4						
15800	0	0	4						
15833	0	0	4						
15867	0	0	4						
15900	0	0	4						
15933	0	0	4						
15967	0	0	4						
16000	0	0	4						
16033	0	0	4						
16067	0	0	4						
16100	0	0	4						
16133	364	361	0						
16167	0	0	4						
16200	342	286	0						
16233	347	310	0						
16267	340	305	0						
16300	336	290	0						
16333	325	252	0						
16367	327	269	0						
16400	323	284	0						
16433	324	302	0						
16467	309	270	0						
16500	0	0	4						
16533	0	0	4						
16567	289	295	0						
16600	275	288	0						
16633	0	0	4						
16667	0	0	4						
16700	0	0	4						
16733	0	0	4						
16767	0	0	4						
16800	0	0	4						
16833	0	0	4						
16867	0	0	4						
16900	0	0	4						
16933	0	0	4						
16967	0	0	4						
17000	0	0	4						
17033	0	0	4						
17067	0	0	4						
17100	0	0	4						
17133	0	0	4						
17167	0	0	4						
17200	0	0	4						
17233	0	0	4						
17267	0	0	4						
17300	0	0	4						
17333	0	0	4						
17367	0	0	4						
17400	0	0	4						
17433	0	0	4						
17467	0	0	4						
17500	0	0	4						
17533	0	0	4						
17567	0	0	4						
17600	0	0	4						
17633	0	0	4						
17667	64	107	0						
17700	0	0	4						
17733	0	0	4						
17767	0	0	4						
17800	232	343	0						
17833	221	277	0						
17867	0	0	4						
17900	0	0	4						
17933	0	0	4						
17967	247	342	0						
18000	0	0	4						
18033	0	375	0						
18067	0	0	4						
18100	225	323	0						
18133	232	350	0						
18167	189	296	0						
18200	230	334	0						
18233	239	349	0						
18267	238	384	0						
18300	238	377	0						
18333	232	337	0						
18367	256	407	0						
18400	225	359	0						
18433	256	397	0						
18467	265	419	0						
18500	174	270	0						
18533	195	314	0						
18567	246	362	0						
18600	178	278	0						
18633	263	401	0						
18667	263	397	0						
18700	266	388	0						
18733	262	370	0						
18767	273	411	0						
18800	246	360	0						
18833	265	415	0						
18867	0	0	4						
18900	0	0	4						
18933	0	0	4						
18967	259	418	0						
19000	276	424	0						
19033	0	0	4						
19067	0	0	4						
19100	0	0	4						
19133	0	0	4						
19167	0	0	4						
19200	0	0	4						
19233	0	0	4						
19267	0	0	4						
19300	0	0	4						
19333	0	0	4						
19367	0	0	4						
19400	0	0	4						
19433	0	0	4						
19467	0	0	4						
19500	0	0	4						
19533	0	0	4						
19567	0	0	4						
19600	263	460	0						
19633	0	0	4						
19667	0	0	4						
19700	0	0	4						
19733	0	0	4						
19767	0	0	4						
