System Properties:
Operating System:	 Microsoft Windows NT 6.1.7601 Service Pack 1
System User Name:	 Alireza Fathi
Machine Name:	 CANTELLI

Data properties:

Recording name:	 Rec 01
Recording date:	 10/7/2011
Recording time:	 10:14:18 AM
Recording resolution:	 640 x 480

Export date:	 10/14/2011
Export time:	 1:01:43 PM

Participant:	 P 001
Participant properties:

Gender:	 Unknown
Age:	 0-247

Timestamp	GazePointXRight	GazePointYRight	ValidityRight	StimuliName	AoiIds	AoiNames	MappedGazeDataPointX	MappedGazeDataPointY	
0	380	364	0						
0									
33	391	367	0						
67	392	355	0						
100	385	347	0						
133	386	349	0						
167	385	344	0						
200	423	348	0						
233	415	339	0						
267	414	349	0						
300	417	343	0						
333	418	355	0						
367	407	356	0						
400	424	336	0						
433	412	364	0						
467	432	380	0						
500	424	375	0						
533	425	421	0						
567	0	0	4						
600	0	0	4						
633	0	0	4						
667	0	0	4						
700	0	0	4						
733	0	0	4						
767	0	0	4						
800	0	0	4						
833	0	0	4						
867	0	0	4						
900	455	462	0						
933	0	0	4						
967	0	0	4						
1000	0	0	4						
1033	0	0	4						
1067	0	0	4						
1100	0	0	4						
1133	0	0	4						
1167	0	0	4						
1200	0	0	4						
1233	0	0	4						
1267	0	0	4						
1300	0	0	4						
1333	0	0	4						
1367	0	0	4						
1400	0	0	4						
1433	0	0	4						
1467	0	0	4						
1500	0	0	4						
1533	0	0	4						
1567	0	0	4						
1600	0	0	4						
1633	0	0	4						
1667	0	0	4						
1700	0	0	4						
1733	0	0	4						
1767	0	0	4						
1800	0	0	4						
1833	0	0	4						
1867	0	0	4						
1900	0	0	4						
1933	0	0	4						
1967	0	0	4						
2000	0	0	4						
2033	0	0	4						
2067	0	0	4						
2100	0	0	4						
2133	0	0	4						
2167	0	0	4						
2200	0	0	4						
2233	0	0	4						
2267	0	0	4						
2300	0	0	4						
2333	0	0	4						
2367	0	0	4						
2400	0	0	4						
2433	0	0	4						
2467	0	0	4						
2500	0	0	4						
2533	0	0	4						
2567	0	0	4						
2600	0	0	4						
2633	0	0	4						
2667	0	0	4						
2700	0	0	4						
2733	0	0	4						
2767	0	0	4						
2800	0	0	4						
2833	0	0	4						
2867	0	0	4						
2900	0	0	4						
2933	0	0	4						
2967	0	0	4						
3000	0	0	4						
3033	0	0	4						
3067	0	0	4						
3100	0	0	4						
3133	0	0	4						
3167	0	0	4						
3200	0	0	4						
3233	0	0	4						
3267	0	0	4						
3300	0	0	4						
3333	0	0	4						
3367	0	0	4						
3400	0	0	4						
3433	0	0	4						
3467	0	0	4						
3500	0	0	4						
3533	0	0	4						
3567	0	0	4						
3600	0	0	4						
3633	0	0	4						
3667	0	0	4						
3700	0	0	4						
3733	0	0	4						
3767	0	0	4						
3800	0	0	4						
3833	0	0	4						
3867	0	0	4						
3900	0	0	4						
3933	0	0	4						
3967	0	0	4						
4000	0	0	4						
4033	0	0	4						
4067	0	0	4						
4100	0	0	4						
4133	0	0	4						
4167	0	0	4						
4200	0	0	4						
4233	0	0	4						
4267	0	0	4						
4300	0	0	4						
4333	0	0	4						
4367	0	0	4						
4400	0	0	4						
4433	0	0	4						
4467	0	0	4						
4500	0	0	4						
4533	0	0	4						
4567	0	0	4						
4600	0	0	4						
4633	0	0	4						
4667	0	0	4						
4700	0	0	4						
4733	0	0	4						
4767	0	0	4						
4800	0	0	4						
4833	0	0	4						
4867	0	0	4						
4900	0	0	4						
4933	0	0	4						
4967	0	0	4						
5000	0	0	4						
5033	0	0	4						
5067	0	0	4						
5100	0	0	4						
5133	0	0	4						
5167	0	0	4						
5200	0	0	4						
5233	0	0	4						
5267	0	0	4						
5300	0	0	4						
5333	0	0	4						
5367	0	0	4						
5400	0	0	4						
5433	0	0	4						
5467	0	0	4						
5500	399	244	0						
5533	425	121	0						
5567	429	91	0						
5600	426	117	0						
5633	418	129	0						
5667	419	136	0						
5700	405	144	0						
5733	395	144	0						
5767	406	157	0						
5800	413	254	0						
5833	413	309	0						
5867	392	226	0						
5900	442	178	0						
5933	449	154	0						
5967	422	174	0						
6000	0	0	4						
6033	0	0	4						
6067	0	0	4						
6100	0	0	4						
6133	0	0	4						
6167	0	0	4						
6200	0	0	4						
6233	0	0	4						
6267	0	0	4						
6300	0	0	4						
6333	0	0	4						
6367	0	0	4						
6400	0	0	4						
6433	0	0	4						
6467	0	0	4						
6500	0	0	4						
6533	0	0	4						
6567	0	0	4						
6600	0	0	4						
6633	351	43	0						
6667	367	25	0						
6700	368	39	0						
6733	373	62	0						
6767	380	82	0						
