System Properties:
Operating System:	 Microsoft Windows NT 6.1.7601 Service Pack 1
System User Name:	 Alireza Fathi
Machine Name:	 CANTELLI

Data properties:

Recording name:	 Rec 01
Recording date:	 10/10/2011
Recording time:	 4:53:09 PM
Recording resolution:	 640 x 480

Export date:	 10/19/2011
Export time:	 5:25:31 PM

Participant:	 P 001
Participant properties:

Gender:	 Unknown
Age:	 0-247

Timestamp	GazePointXRight	GazePointYRight	ValidityRight	StimuliName	AoiIds	AoiNames	MappedGazeDataPointX	MappedGazeDataPointY	
0	0	0	4						
0									
33	0	0	4						
67	0	0	4						
100	0	0	4						
133	0	0	4						
167	0	0	4						
200	0	0	4						
233	411	304	0						
267	397	302	0						
300	382	300	0						
333	374	302	0						
367	369	307	0						
400	357	311	0						
433	352	315	0						
467	349	318	0						
500	331	325	0						
533	0	0	4						
567	0	0	4						
600	0	0	4						
633	0	0	4						
667	0	0	4						
700	0	0	4						
733	0	0	4						
767	0	0	4						
800	0	0	4						
833	0	0	4						
867	0	0	4						
900	0	0	4						
933	0	0	4						
967	0	0	4						
1000	0	0	4						
1033	0	0	4						
1067	0	0	4						
1100	0	0	4						
1133	0	0	4						
1167	0	0	4						
1200	0	0	4						
1233	0	0	4						
1267	0	0	4						
1300	0	0	4						
1333	0	0	4						
1367	0	0	4						
1400	0	0	4						
1433	0	0	4						
1467	0	0	4						
1500	0	0	4						
1533	0	0	4						
1567	0	0	4						
1600	0	0	4						
1633	0	0	4						
1667	0	0	4						
1700	0	0	4						
1733	0	0	4						
1767	0	0	4						
1800	0	0	4						
1833	0	0	4						
1867	0	0	4						
1900	0	0	4						
1933	0	0	4						
1967	0	0	4						
2000	0	0	4						
2033	0	0	4						
2067	0	0	4						
2100	0	0	4						
2133	0	0	4						
2167	0	0	4						
2200	0	0	4						
2233	0	0	4						
2267	0	0	4						
2300	0	0	4						
2333	0	0	4						
2367	0	0	4						
2400	0	0	4						
2433	0	0	4						
2467	0	0	4						
2500	0	0	4						
2533	0	0	4						
2567	0	0	4						
2600	0	0	4						
2633	0	0	4						
2667	0	0	4						
2700	0	0	4						
2733	0	0	4						
2767	0	0	4						
2800	0	0	4						
2833	0	0	4						
2867	0	0	4						
2900	0	0	4						
2933	0	0	4						
2967	0	0	4						
3000	0	0	4						
3033	0	0	4						
3067	0	0	4						
3100	0	0	4						
3133	0	0	4						
3167	0	0	4						
3200	0	0	4						
3233	0	0	4						
3267	0	0	4						
3300	0	0	4						
3333	0	0	4						
3367	0	0	4						
3400	0	0	4						
3433	0	0	4						
3467	0	0	4						
3500	0	0	4						
3533	0	0	4						
3567	0	0	4						
3600	0	0	4						
3633	0	0	4						
3667	0	0	4						
3700	0	0	4						
3733	0	0	4						
3767	0	0	4						
3800	0	0	4						
3833	0	0	4						
3867	0	0	4						
3900	0	0	4						
3933	0	0	4						
3967	0	0	4						
4000	0	0	4						
4033	0	0	4						
4067	0	0	4						
4100	0	0	4						
4133	0	0	4						
4167	0	0	4						
4200	0	0	4						
4233	0	0	4						
4267	0	0	4						
4300	0	0	4						
4333	0	0	4						
4367	0	0	4						
4400	0	0	4						
4433	0	0	4						
4467	0	0	4						
4500	0	0	4						
4533	0	0	4						
4567	0	0	4						
4600	0	0	4						
4633	0	0	4						
4667	0	0	4						
4700	0	0	4						
4733	0	0	4						
4767	0	0	4						
4800	0	0	4						
4833	0	0	4						
4867	0	0	4						
4900	0	0	4						
4933	0	0	4						
4967	0	0	4						
5000	0	0	4						
5033	0	0	4						
5067	0	0	4						
5100	0	0	4						
5133	0	0	4						
5167	0	0	4						
5200	0	0	4						
5233	0	0	4						
5267	0	0	4						
5300	63	253	0						
5333	94	108	0						
5367	117	145	0						
5400	165	167	0						
5433	199	203	0						
5467	160	187	0						
5500	119	114	0						
5533	143	137	0						
5567	206	180	0						
5600	250	200	0						
5633	221	174	0						
5667	0	0	4						
5700	0	0	4						
5733	0	0	4						
5767	0	0	4						
5800	0	0	4						
5833	0	0	4						
5867	42	213	0						
5900	73	214	0						
5933	107	238	0						
5967	131	242	0						
6000	153	255	0						
6033	143	248	0						
6067	174	260	0						
6100	337	308	0						
6133	423	404	0						
6167	516	429	0						
6200	508	420	0						
6233	504	421	0						
6267	0	0	4						
6300	0	0	4						
6333	0	0	4						
6367	0	0	4						
6400	0	0	4						
6433	498	332	0						
6467	486	346	0						
6500	482	352	0						
6533	476	359	0						
6567	475	374	0						
6600	0	0	4						
6633	0	0	4						
6667	0	0	4						
6700	0	0	4						
6733	0	0	4						
6767	0	0	4						
6800	287	261	0						
6833	286	226	0						
6867	277	194	0						
6900	298	247	0						
6933	302	248	0						
6967	305	252	0						
7000	302	250	0						
7033	0	0	4						
7067	0	0	4						
7100	0	0	4						
7133	5	280	0						
7167	22	254	0						
7200	69	264	0						
7233	0	0	4						
7267	125	264	0						
7300	134	262	0						
7333	0	0	4						
7367	46	301	0						
7400	68	306	0						
7433	70	296	0						
7467	89	303	0						
7500	117	303	0						
7533	125	301	0						
7567	138	305	0						
7600	155	305	0						
7633	157	304	0						
7667	150	300	0						
7700	257	276	0						
7733	256	274	0						
7767	254	282	0						
7800	253	280	0						
7833	244	277	0						
7867	239	282	0						
7900	227	278	0						
7933	212	278	0						
7967	212	276	0						
8000	216	273	0						
8033	213	268	0						
8067	160	266	0						
8100	160	265	0						
8133	167	262	0						
8167	175	263	0						
8200	177	263	0						
8233	172	253	0						
8267	176	254	0						
8300	180	251	0						
8333	0	0	4						
8367	26	215	0						
8400	30	208	0						
8433	45	219	0						
8467	56	221	0						
8500	54	212	0						
8533	62	218	0						
8567	55	215	0						
8600	65	218	0						
8633	145	221	0						
8667	233	247	0						
8700	248	257	0						
8733	241	267	0						
8767	244	274	0						
8800	247	272	0						
8833	207	264	0						
8867	0	0	4						
8900	47	244	0						
8933	61	250	0						
8967	60	248	0						
9000	48	244	0						
9033	57	257	0						
9067	59	266	0						
9100	60	257	0						
9133	127	311	0						
9167	131	306	0						
9200	137	303	0						
9233	141	306	0						
9267	135	301	0						
9300	127	291	0						
9333	141	308	0						
9367	136	308	0						
9400	131	299	0						
9433	33	231	0						
9467	35	233	0						
9500	41	232	0						
9533	55	241	0						
9567	54	240	0						
9600	57	239	0						
9633	0	0	4						
9667	20	235	0						
9700	32	242	0						
9733	42	243	0						
9767	59	250	0						
9800	59	252	0						
9833	0	0	4						
9867	106	237	0						
9900	114	238	0						
9933	111	225	0						
9967	121	237	0						
10000	122	231	0						
10033	128	234	0						
10067	132	239	0						
10100	133	234	0						
10133	144	242	0						
10167	135	235	0						
10200	139	249	0						
10233	86	270	0						
10267	98	266	0						
10300	79	259	0						
10333	117	259	0						
10367	0	0	4						
10400	133	262	0						
10433	140	257	0						
10467	165	251	0						
10500	202	258	0						
10533	173	262	0						
10567	0	0	4						
10600	267	234	0						
10633	257	243	0						
10667	270	240	0						
10700	271	233	0						
10733	279	230	0						
10767	281	236	0						
10800	294	228	0						
10833	298	242	0						
10867	291	242	0						
10900	286	232	0						
10933	282	246	0						
10967	293	227	0						
11000	271	254	0						
11033	274	256	0						
11067	285	231	0						
11100	254	239	0						
11133	293	221	0						
11167	254	248	0						
11200	264	233	0						
11233	281	226	0						
11267	263	235	0						
11300	268	231	0						
11333	264	225	0						
11367	284	229	0						
11400	277	228	0						
11433	262	235	0						
11467	277	228	0						
11500	277	216	0						
11533	295	218	0						
11567	306	223	0						
11600	279	230	0						
11633	265	241	0						
11667	270	246	0						
11700	287	245	0						
11733	281	254	0						
11767	277	269	0						
11800	278	269	0						
11833	264	255	0						
11867	259	276	0						
11900	285	266	0						
11933	267	265	0						
11967	274	260	0						
12000	285	258	0						
12033	287	259	0						
12067	264	272	0						
12100	273	264	0						
12133	266	264	0						
12167	267	281	0						
12200	210	265	0						
12233	209	266	0						
12267	212	273	0						
12300	222	284	0						
12333	215	285	0						
12367	210	295	0						
12400	206	299	0						
12433	208	297	0						
12467	208	305	0						
12500	205	304	0						
12533	209	308	0						
12567	214	315	0						
12600	220	316	0						
12633	223	319	0						
12667	227	330	0						
12700	220	334	0						
12733	221	343	0						
12767	216	355	0						
12800	209	355	0						
12833	210	380	0						
12867	203	378	0						
12900	199	381	0						
12933	208	395	0						
12967	206	386	0						
13000	199	391	0						
13033	204	391	0						
13067	193	385	0						
13100	196	394	0						
13133	196	392	0						
13167	193	395	0						
13200	192	395	0						
13233	188	393	0						
13267	189	399	0						
13300	184	391	0						
13333	184	389	0						
13367	187	390	0						
13400	186	392	0						
13433	190	392	0						
13467	188	389	0						
13500	213	386	0						
13533	211	387	0						
13567	213	384	0						
13600	213	386	0						
13633	209	377	0						
13667	209	369	0						
13700	207	376	0						
13733	212	384	0						
13767	221	384	0						
13800	212	381	0						
13833	215	375	0						
13867	227	377	0						
13900	265	398	0						
13933	262	400	0						
13967	263	400	0						
14000	257	399	0						
14033	258	400	0						
14067	258	400	0						
14100	257	399	0						
14133	254	400	0						
14167	230	379	0						
14200	226	379	0						
14233	224	374	0						
14267	230	383	0						
14300	220	373	0						
14333	230	381	0						
14367	230	382	0						
14400	229	377	0						
14433	233	379	0						
14467	233	376	0						
14500	220	371	0						
14533	0	0	4						
14567	0	0	4						
14600	0	0	4						
14633	0	0	4						
14667	0	0	4						
14700	0	0	4						
14733	0	0	4						
14767	0	0	4						
14800	0	0	4						
14833	0	0	4						
14867	0	0	4						
14900	210	361	0						
14933	206	358	0						
14967	217	367	0						
15000	219	362	0						
15033	214	367	0						
15067	214	367	0						
15100	217	366	0						
15133	208	361	0						
15167	207	361	0						
15200	215	362	0						
15233	215	362	0						
15267	208	359	0						
15300	205	355	0						
15333	208	354	0						
15367	199	351	0						
15400	0	0	4						
15433	0	0	4						
15467	0	0	4						
15500	0	0	4						
15533	0	0	4						
15567	224	315	0						
15600	225	328	0						
15633	215	305	0						
15667	224	314	0						
15700	221	306	0						
15733	221	303	0						
15767	212	296	0						
15800	217	297	0						
15833	218	297	0						
15867	214	295	0						
15900	216	300	0						
15933	213	306	0						
15967	205	307	0						
16000	198	305	0						
16033	185	306	0						
16067	189	328	0						
16100	187	334	0						
16133	177	321	0						
16167	179	333	0						
16200	167	330	0						
16233	178	337	0						
16267	177	341	0						
16300	218	381	0						
16333	202	373	0						
16367	207	388	0						
16400	202	386	0						
16433	197	379	0						
16467	200	376	0						
16500	199	374	0						
16533	197	370	0						
16567	199	365	0						
16600	193	362	0						
16633	199	364	0						
16667	196	355	0						
16700	198	354	0						
16733	202	352	0						
16767	207	357	0						
16800	199	357	0						
16833	202	358	0						
16867	204	352	0						
16900	198	348	0						
16933	201	344	0						
16967	202	344	0						
17000	211	347	0						
17033	209	343	0						
17067	216	342	0						
17100	207	333	0						
17133	235	355	0						
17167	244	355	0						
17200	254	363	0						
17233	259	366	0						
17267	258	362	0						
17300	261	367	0						
17333	265	373	0						
17367	266	375	0						
17400	266	381	0						
17433	265	381	0						
17467	264	381	0						
17500	260	387	0						
17533	255	383	0						
17567	253	381	0						
17600	253	380	0						
17633	251	377	0						
17667	253	370	0						
17700	254	371	0						
17733	252	358	0						
17767	250	354	0						
17800	243	340	0						
17833	255	338	0						
17867	242	322	0						
17900	0	0	4						
17933	0	0	4						
17967	580	354	0						
18000	552	351	0						
18033	531	346	0						
18067	514	333	0						
18100	477	318	0						
18133	452	318	0						
18167	443	318	0						
18200	541	337	0						
18233	493	332	0						
18267	480	327	0						
18300	452	324	0						
18333	451	321	0						
18367	540	325	0						
18400	0	0	4						
18433	0	0	4						
18467	632	299	0						
18500	608	300	0						
18533	586	294	0						
18567	568	293	0						
18600	557	290	0						
18633	541	286	0						
18667	525	290	0						
18700	524	270	0						
18733	519	245	0						
18767	499	246	0						
18800	490	253	0						
18833	477	257	0						
18867	478	265	0						
18900	0	0	4						
18933	540	321	0						
18967	529	321	0						
19000	526	314	0						
19033	517	311	0						
19067	502	316	0						
19100	490	312	0						
19133	480	314	0						
19167	488	322	0						
19200	0	0	4						
19233	335	215	0						
19267	332	212	0						
19300	330	206	0						
19333	327	207	0						
19367	326	203	0						
19400	325	199	0						
19433	0	0	4						
19467	442	336	0						
19500	446	333	0						
19533	436	333	0						
19567	440	332	0						
19600	443	336	0						
19633	447	341	0						
19667	449	342	0						
19700	447	352	0						
19733	0	0	4						
19767	301	126	0						
