System Properties:
Operating System:	 Microsoft Windows NT 6.1.7601 Service Pack 1
System User Name:	 Alireza Fathi
Machine Name:	 CANTELLI

Data properties:

Recording name:	 Rec 07
Recording date:	 10/13/2011
Recording time:	 1:24:28 PM
Recording resolution:	 640 x 480

Export date:	 10/14/2011
Export time:	 5:47:32 PM

Participant:	 P 007
Participant properties:

Gender:	 Unknown
Age:	 0-247

Timestamp	GazePointXRight	GazePointYRight	ValidityRight	StimuliName	AoiIds	AoiNames	MappedGazeDataPointX	MappedGazeDataPointY	
0	0	0	4						
0									
33	0	0	4						
67	0	0	4						
100	0	0	4						
133	0	0	4						
167	0	0	4						
200	0	0	4						
233	0	0	4						
267	0	0	4						
300	0	0	4						
333	0	0	4						
367	0	0	4						
400	0	0	4						
433	0	0	4						
467	0	0	4						
500	0	0	4						
533	0	0	4						
567	0	0	4						
600	0	0	4						
633	0	0	4						
667	0	0	4						
700	0	0	4						
733	0	0	4						
767	0	0	4						
800	0	0	4						
833	0	0	4						
867	0	0	4						
900	0	0	4						
933	0	0	4						
967	0	0	4						
1000	0	0	4						
1033	0	0	4						
1067	0	0	4						
1100	0	0	4						
1133	0	0	4						
1167	0	0	4						
1200	0	0	4						
1233	0	0	4						
1267	0	0	4						
1300	0	0	4						
1333	0	0	4						
1367	0	0	4						
1400	0	0	4						
1433	0	0	4						
1467	0	0	4						
1500	0	0	4						
1533	0	0	4						
1567	173	3	0						
1600	187	11	0						
1633	198	13	0						
1667	205	20	0						
1700	0	0	4						
1733	0	0	4						
1767	0	0	4						
1800	0	0	4						
1833	0	0	4						
1867	0	0	4						
1900	0	0	4						
1933	0	0	4						
1967	0	0	4						
2000	0	0	4						
2033	0	0	4						
2067	635	45	0						
2100	612	59	0						
2133	596	70	0						
2167	574	80	0						
2200	0	0	4						
2233	0	0	4						
2267	0	0	4						
2300	0	0	4						
2333	0	0	4						
2367	0	0	4						
2400	0	0	4						
2433	0	0	4						
2467	0	0	4						
2500	0	0	4						
2533	0	0	4						
2567	0	0	4						
2600	0	0	4						
2633	0	0	4						
2667	0	0	4						
2700	0	0	4						
2733	0	0	4						
2767	0	0	4						
2800	635	147	0						
2833	626	139	0						
2867	638	132	0						
2900	0	0	4						
2933	0	0	4						
2967	0	0	4						
3000	0	0	4						
3033	0	0	4						
3067	0	0	4						
3100	0	0	4						
3133	0	0	4						
3167	0	0	4						
3200	0	0	4						
3233	259	179	0						
3267	0	0	4						
3300	211	85	0						
3333	173	31	0						
3367	0	0	4						
3400	40	114	0						
3433	103	121	0						
3467	169	101	0						
3500	201	90	0						
3533	259	67	0						
3567	100	92	0						
3600	0	0	4						
3633	147	95	0						
3667	158	96	0						
3700	171	94	0						
3733	191	94	0						
3767	197	96	0						
3800	204	98	0						
3833	276	86	0						
3867	318	99	0						
3900	325	100	0						
3933	330	110	0						
3967	331	111	0						
4000	330	122	0						
4033	322	122	0						
4067	325	121	0						
4100	317	136	0						
4133	320	140	0						
4167	316	151	0						
4200	308	159	0						
4233	312	171	0						
4267	304	167	0						
4300	306	176	0						
4333	303	185	0						
4367	301	182	0						
4400	305	192	0						
4433	289	184	0						
4467	291	195	0						
4500	293	192	0						
4533	276	196	0						
4567	128	171	0						
4600	155	163	0						
4633	168	172	0						
4667	173	167	0						
4700	184	168	0						
4733	205	163	0						
4767	198	156	0						
4800	208	152	0						
4833	282	109	0						
4867	342	145	0						
4900	340	152	0						
4933	332	146	0						
4967	332	149	0						
5000	331	144	0						
5033	327	142	0						
5067	328	129	0						
5100	342	136	0						
5133	341	148	0						
5167	333	139	0						
5200	328	138	0						
5233	324	139	0						
5267	319	131	0						
5300	317	135	0						
5333	310	130	0						
5367	306	125	0						
5400	306	124	0						
5433	300	128	0						
5467	293	121	0						
5500	292	127	0						
5533	284	124	0						
5567	272	130	0						
5600	269	138	0						
5633	260	146	0						
5667	268	153	0						
5700	258	150	0						
5733	240	142	0						
5767	0	0	4						
5800	518	121	0						
5833	0	0	4						
5867	0	0	4						
5900	0	0	4						
5933	623	102	0						
5967	584	101	0						
6000	555	106	0						
6033	539	106	0						
6067	520	89	0						
6100	505	100	0						
6133	499	100	0						
6167	504	102	0						
6200	491	129	0						
6233	0	0	4						
6267	0	0	4						
6300	0	0	4						
6333	0	0	4						
6367	0	0	4						
6400	129	133	0						
6433	165	100	0						
6467	201	108	0						
6500	224	106	0						
6533	250	110	0						
6567	256	104	0						
6600	251	98	0						
6633	254	116	0						
6667	247	125	0						
6700	264	135	0						
6733	281	141	0						
6767	292	131	0						
6800	307	134	0						
6833	312	141	0						
6867	313	145	0						
6900	318	141	0						
6933	313	142	0						
6967	316	148	0						
7000	313	155	0						
7033	303	161	0						
7067	297	162	0						
7100	290	166	0						
7133	288	172	0						
7167	288	179	0						
7200	286	204	0						
7233	287	206	0						
7267	283	211	0						
7300	276	219	0						
7333	267	223	0						
7367	262	232	0						
7400	259	239	0						
7433	253	245	0						
7467	256	248	0						
7500	253	251	0						
7533	245	252	0						
7567	244	251	0						
7600	238	262	0						
7633	224	266	0						
7667	219	256	0						
7700	216	269	0						
7733	207	277	0						
7767	199	290	0						
7800	204	316	0						
7833	230	309	0						
7867	235	330	0						
7900	233	338	0						
7933	0	0	4						
7967	214	356	0						
8000	210	365	0						
8033	202	366	0						
8067	203	369	0						
8100	197	380	0						
8133	192	387	0						
8167	186	397	0						
8200	0	0	4						
8233	0	0	4						
8267	0	0	4						
8300	276	177	0						
8333	309	90	0						
8367	312	103	0						
8400	326	101	0						
8433	328	109	0						
8467	340	105	0						
8500	350	108	0						
8533	356	115	0						
8567	358	117	0						
8600	360	125	0						
8633	370	144	0						
8667	378	154	0						
8700	381	169	0						
8733	385	164	0						
8767	498	143	0						
8800	511	138	0						
8833	506	130	0						
8867	487	109	0						
8900	472	114	0						
8933	466	95	0						
8967	453	97	0						
9000	0	0	4						
9033	594	79	0						
9067	587	77	0						
9100	566	89	0						
9133	553	88	0						
9167	537	86	0						
9200	539	99	0						
9233	525	96	0						
9267	512	74	0						
9300	509	68	0						
9333	0	0	4						
9367	0	0	4						
9400	0	0	4						
9433	0	0	4						
9467	635	74	0						
9500	633	71	0						
9533	623	73	0						
9567	603	75	0						
9600	590	74	0						
9633	573	67	0						
9667	564	53	0						
9700	543	53	0						
9733	526	49	0						
9767	511	58	0						
9800	508	62	0						
9833	487	57	0						
9867	592	59	0						
9900	573	67	0						
9933	555	70	0						
9967	538	64	0						
10000	530	68	0						
10033	522	78	0						
10067	526	83	0						
10100	523	86	0						
10133	525	91	0						
10167	540	92	0						
10200	534	90	0						
10233	540	90	0						
10267	539	87	0						
10300	536	90	0						
10333	535	93	0						
10367	540	106	0						
10400	533	103	0						
10433	537	110	0						
10467	532	118	0						
10500	537	124	0						
10533	524	128	0						
10567	522	137	0						
10600	521	139	0						
10633	530	123	0						
10667	530	108	0						
10700	518	101	0						
10733	517	106	0						
10767	511	117	0						
10800	506	122	0						
10833	494	132	0						
10867	489	136	0						
10900	487	134	0						
10933	491	149	0						
10967	492	155	0						
11000	496	156	0						
11033	487	159	0						
11067	476	158	0						
11100	474	165	0						
11133	470	160	0						
11167	462	159	0						
11200	448	171	0						
11233	331	255	0						
11267	322	217	0						
11300	301	218	0						
11333	288	178	0						
11367	287	165	0						
11400	276	155	0						
11433	272	178	0						
11467	0	0	4						
11500	0	0	4						
11533	190	200	0						
11567	0	0	4						
11600	176	138	0						
11633	186	145	0						
11667	171	152	0						
11700	199	155	0						
11733	204	155	0						
11767	241	160	0						
11800	261	149	0						
11833	204	160	0						
11867	0	0	4						
11900	73	174	0						
11933	106	173	0						
11967	123	174	0						
12000	171	176	0						
12033	204	179	0						
12067	230	176	0						
12100	251	178	0						
12133	264	164	0						
12167	254	174	0						
12200	0	0	4						
12233	0	0	4						
12267	0	0	4						
12300	0	0	4						
12333	0	0	4						
12367	97	156	0						
12400	67	189	0						
12433	0	0	4						
12467	0	0	4						
12500	0	0	4						
12533	0	0	4						
12567	85	144	0						
12600	0	0	4						
12633	0	0	4						
12667	0	0	4						
12700	0	0	4						
12733	0	0	4						
12767	0	0	4						
12800	0	0	4						
12833	596	85	0						
12867	523	103	0						
12900	474	106	0						
12933	442	110	0						
12967	423	120	0						
13000	405	125	0						
13033	447	127	0						
13067	476	114	0						
13100	463	122	0						
13133	447	121	0						
13167	432	120	0						
13200	421	117	0						
13233	438	120	0						
13267	554	68	0						
13300	541	78	0						
13333	534	71	0						
13367	524	76	0						
13400	517	74	0						
13433	506	73	0						
13467	504	83	0						
13500	504	80	0						
13533	500	82	0						
13567	497	91	0						
13600	494	97	0						
13633	498	101	0						
13667	496	106	0						
13700	496	108	0						
13733	483	102	0						
13767	476	118	0						
13800	476	121	0						
13833	477	116	0						
13867	472	118	0						
13900	480	118	0						
13933	483	119	0						
13967	475	123	0						
14000	477	125	0						
14033	473	131	0						
14067	477	137	0						
14100	480	134	0						
14133	486	135	0						
14167	484	141	0						
14200	501	129	0						
14233	0	0	4						
14267	0	0	4						
14300	249	218	0						
14333	277	212	0						
14367	297	183	0						
14400	315	167	0						
14433	329	165	0						
14467	341	165	0						
14500	355	165	0						
14533	0	0	4						
14567	493	141	0						
14600	498	150	0						
14633	386	110	0						
14667	0	0	4						
14700	83	183	0						
14733	106	184	0						
14767	143	184	0						
14800	165	186	0						
14833	181	196	0						
14867	199	208	0						
14900	211	209	0						
14933	217	220	0						
14967	224	220	0						
15000	228	213	0						
15033	198	228	0						
15067	195	237	0						
15100	230	286	0						
15133	299	120	0						
15167	309	68	0						
15200	307	86	0						
15233	302	91	0						
15267	293	98	0						
15300	0	0	4						
15333	0	0	4						
15367	0	0	4						
15400	0	0	4						
15433	0	0	4						
15467	0	0	4						
15500	0	0	4						
15533	580	92	0						
15567	520	76	0						
15600	487	75	0						
15633	451	72	0						
15667	429	74	0						
15700	417	74	0						
15733	404	79	0						
15767	411	93	0						
15800	492	92	0						
15833	456	91	0						
15867	453	94	0						
15900	435	92	0						
15933	431	82	0						
15967	429	77	0						
16000	420	72	0						
16033	428	76	0						
16067	426	88	0						
16100	432	93	0						
16133	432	91	0						
16167	427	75	0						
16200	427	84	0						
16233	427	85	0						
16267	428	91	0						
16300	429	97	0						
16333	439	103	0						
16367	451	101	0						
16400	452	100	0						
16433	453	102	0						
16467	447	98	0						
16500	428	107	0						
16533	433	110	0						
16567	437	98	0						
16600	441	91	0						
16633	441	92	0						
16667	429	106	0						
16700	326	72	0						
16733	359	72	0						
16767	369	69	0						
16800	370	83	0						
16833	381	86	0						
16867	391	88	0						
16900	388	86	0						
16933	388	95	0						
16967	398	97	0						
17000	402	97	0						
17033	402	98	0						
17067	407	101	0						
17100	408	95	0						
17133	412	97	0						
17167	419	113	0						
17200	309	98	0						
17233	317	122	0						
17267	322	117	0						
17300	324	117	0						
17333	321	125	0						
17367	323	127	0						
17400	322	131	0						
17433	322	129	0						
17467	333	136	0						
17500	332	134	0						
17533	336	136	0						
17567	402	133	0						
17600	408	132	0						
17633	407	135	0						
17667	402	136	0						
17700	397	131	0						
17733	398	126	0						
17767	404	134	0						
17800	405	129	0						
17833	412	126	0						
17867	416	131	0						
17900	406	138	0						
17933	380	153	0						
17967	391	155	0						
18000	392	156	0						
18033	387	152	0						
18067	389	149	0						
18100	385	143	0						
18133	390	149	0						
18167	390	146	0						
18200	394	135	0						
18233	484	132	0						
18267	538	136	0						
18300	528	136	0						
18333	523	135	0						
18367	510	132	0						
18400	514	135	0						
18433	501	125	0						
18467	494	128	0						
18500	486	136	0						
18533	487	136	0						
18567	481	139	0						
18600	493	142	0						
18633	495	150	0						
18667	502	142	0						
18700	455	159	0						
18733	345	185	0						
18767	346	195	0						
18800	355	169	0						
18833	358	179	0						
18867	367	181	0						
18900	368	180	0						
18933	381	181	0						
18967	382	180	0						
19000	390	182	0						
19033	394	192	0						
19067	400	193	0						
19100	410	183	0						
19133	415	198	0						
19167	423	193	0						
19200	425	189	0						
19233	344	181	0						
19267	337	179	0						
19300	340	179	0						
19333	348	174	0						
19367	361	179	0						
19400	368	191	0						
19433	375	198	0						
19467	378	199	0						
19500	379	207	0						
19533	235	206	0						
19567	213	224	0						
19600	207	225	0						
19633	237	239	0						
19667	235	230	0						
19700	242	233	0						
19733	237	235	0						
19767	234	244	0						
